state,district,period,enrolment_count
Tamil Nadu,Tiruvallur,2025-06,156
Tamil Nadu,Tiruvallur,2025-07,50
Tamil Nadu,Tiruvallur,2025-08,190
Tamil Nadu,Tiruvallur,2025-09,150
Tamil Nadu,Tiruvallur,2025-10,170
Tamil Nadu,Tiruvallur,2025-11,177
Tamil Nadu,Tiruvallur,2025-12,156
Tamil Nadu,Tiruvallur,NaT,3426
Tamil Nadu,Tiruvannamalai,2025-01,164
Tamil Nadu,Tiruvannamalai,2025-02,147
Tamil Nadu,Tiruvannamalai,2025-03,127
Tamil Nadu,Tiruvannamalai,2025-04,117
Tamil Nadu,Tiruvannamalai,2025-05,3
Tamil Nadu,Tiruvannamalai,2025-06,82
Tamil Nadu,Tiruvannamalai,2025-07,9
Tamil Nadu,Tiruvannamalai,2025-08,162
Tamil Nadu,Tiruvannamalai,2025-09,110
Tamil Nadu,Tiruvannamalai,2025-10,115
Tamil Nadu,Tiruvannamalai,2025-11,125
Tamil Nadu,Tiruvannamalai,2025-12,137
Tamil Nadu,Tiruvannamalai,NaT,2282
Tamil Nadu,Tiruvarur,NaT,1
Tamil Nadu,Tuticorin,2025-02,1
Tamil Nadu,Vellore,2025-01,683
Tamil Nadu,Vellore,2025-02,127
Tamil Nadu,Vellore,2025-03,167
Tamil Nadu,Vellore,2025-04,110
Tamil Nadu,Vellore,2025-06,102
Tamil Nadu,Vellore,2025-07,4
Tamil Nadu,Vellore,2025-08,147
Tamil Nadu,Vellore,2025-09,154
Tamil Nadu,Vellore,2025-10,134
Tamil Nadu,Vellore,2025-11,161
Tamil Nadu,Vellore,2025-12,137
Tamil Nadu,Vellore,NaT,2862
Tamil Nadu,Villupuram,2025-01,122
Tamil Nadu,Villupuram,2025-02,126
Tamil Nadu,Villupuram,2025-03,108
Tamil Nadu,Villupuram,2025-04,68
Tamil Nadu,Villupuram,2025-05,6
Tamil Nadu,Villupuram,2025-06,65
Tamil Nadu,Villupuram,2025-07,4
Tamil Nadu,Villupuram,2025-08,112
Tamil Nadu,Villupuram,2025-09,129
Tamil Nadu,Villupuram,2025-10,135
Tamil Nadu,Villupuram,2025-11,70
Tamil Nadu,Villupuram,2025-12,80
Tamil Nadu,Villupuram,NaT,1770
Tamil Nadu,Viluppuram,2025-01,86
Tamil Nadu,Viluppuram,2025-02,77
Tamil Nadu,Viluppuram,2025-03,89
Tamil Nadu,Viluppuram,2025-04,51
Tamil Nadu,Viluppuram,2025-05,7
Tamil Nadu,Viluppuram,2025-06,56
Tamil Nadu,Viluppuram,2025-07,6
Tamil Nadu,Viluppuram,2025-08,85
Tamil Nadu,Viluppuram,2025-09,81
Tamil Nadu,Viluppuram,2025-10,97
Tamil Nadu,Viluppuram,2025-11,69
Tamil Nadu,Viluppuram,2025-12,69
Tamil Nadu,Viluppuram,NaT,1411
Tamil Nadu,Virudhunagar,2025-01,113
Tamil Nadu,Virudhunagar,2025-02,121
Tamil Nadu,Virudhunagar,2025-03,78
Tamil Nadu,Virudhunagar,2025-04,61
Tamil Nadu,Virudhunagar,2025-05,12
Tamil Nadu,Virudhunagar,2025-06,60
Tamil Nadu,Virudhunagar,2025-07,1
Tamil Nadu,Virudhunagar,2025-08,95
Tamil Nadu,Virudhunagar,2025-09,88
Tamil Nadu,Virudhunagar,2025-10,92
Tamil Nadu,Virudhunagar,2025-11,75
Tamil Nadu,Virudhunagar,2025-12,108
Tamil Nadu,Virudhunagar,NaT,1585
Telangana,Adilabad,2025-01,69
Telangana,Adilabad,2025-02,83
Telangana,Adilabad,2025-03,75
Telangana,Adilabad,2025-04,71
Telangana,Adilabad,2025-05,17
Telangana,Adilabad,2025-06,45
Telangana,Adilabad,2025-07,3
Telangana,Adilabad,2025-08,82
Telangana,Adilabad,2025-09,77
Telangana,Adilabad,2025-10,72
Telangana,Adilabad,2025-11,66
Telangana,Adilabad,2025-12,78
Telangana,Adilabad,NaT,949
Telangana,Bhadradri Kothagudem,2025-01,700
Telangana,Bhadradri Kothagudem,2025-02,60
Telangana,Bhadradri Kothagudem,2025-03,39
Telangana,Bhadradri Kothagudem,2025-04,47
Telangana,Bhadradri Kothagudem,2025-05,7
Telangana,Bhadradri Kothagudem,2025-06,51
Telangana,Bhadradri Kothagudem,2025-07,7
Telangana,Bhadradri Kothagudem,2025-08,77
Telangana,Bhadradri Kothagudem,2025-09,49
Telangana,Bhadradri Kothagudem,2025-10,54
Telangana,Bhadradri Kothagudem,2025-11,58
Telangana,Bhadradri Kothagudem,2025-12,59
Telangana,Bhadradri Kothagudem,NaT,813
Telangana,Hanumakonda,2025-01,22
Telangana,Hanumakonda,2025-02,22
Telangana,Hanumakonda,2025-03,32
Telangana,Hanumakonda,2025-04,20
Telangana,Hanumakonda,2025-05,6
Telangana,Hanumakonda,2025-06,20
Telangana,Hanumakonda,2025-07,1
Telangana,Hanumakonda,2025-08,17
Telangana,Hanumakonda,2025-09,18
Telangana,Hanumakonda,2025-10,30
Telangana,Hanumakonda,2025-11,16
Telangana,Hanumakonda,2025-12,16
Telangana,Hanumakonda,NaT,332
Telangana,Hyderabad,2025-01,9955
Telangana,Hyderabad,2025-02,305
Telangana,Hyderabad,2025-03,319
Telangana,Hyderabad,2025-04,259
Telangana,Hyderabad,2025-05,44
Telangana,Hyderabad,2025-06,79
Telangana,Hyderabad,2025-07,24
Telangana,Hyderabad,2025-08,247
Telangana,Hyderabad,2025-09,315
Telangana,Hyderabad,2025-10,313
Telangana,Hyderabad,2025-11,269
Telangana,Hyderabad,2025-12,255
Telangana,Hyderabad,NaT,5015
Telangana,Jagitial,2025-01,36
Telangana,Jagitial,2025-02,30
Telangana,Jagitial,2025-03,32
Telangana,Jagitial,2025-04,35
Telangana,Jagitial,2025-05,8
Telangana,Jagitial,2025-06,27
Telangana,Jagitial,2025-08,47
Telangana,Jagitial,2025-09,34
Telangana,Jagitial,2025-10,43
Telangana,Jagitial,2025-11,29
Telangana,Jagitial,2025-12,44
Telangana,Jagitial,NaT,495
Telangana,Jangaon,2025-02,2
Telangana,Jangaon,2025-03,4
Telangana,Jangaon,2025-04,1
Telangana,Jangaon,2025-06,5
Telangana,Jangaon,2025-08,3
Telangana,Jangaon,2025-11,2
Telangana,Jangaon,2025-12,2
Telangana,Jangaon,NaT,27
Telangana,Jangoan,2025-01,19
Telangana,Jangoan,2025-02,22
Telangana,Jangoan,2025-03,23
Telangana,Jangoan,2025-04,22
Telangana,Jangoan,2025-05,5
Telangana,Jangoan,2025-06,22
Telangana,Jangoan,2025-08,24
Telangana,Jangoan,2025-09,20
Telangana,Jangoan,2025-10,25
Telangana,Jangoan,2025-11,27
Telangana,Jangoan,2025-12,25
Telangana,Jangoan,NaT,360
Telangana,Jayashankar Bhupalpally,2025-01,20
Telangana,Jayashankar Bhupalpally,2025-02,9
Telangana,Jayashankar Bhupalpally,2025-03,14
Telangana,Jayashankar Bhupalpally,2025-04,20
Telangana,Jayashankar Bhupalpally,2025-05,2
Telangana,Jayashankar Bhupalpally,2025-06,11
Telangana,Jayashankar Bhupalpally,2025-08,22
Telangana,Jayashankar Bhupalpally,2025-09,21
Telangana,Jayashankar Bhupalpally,2025-10,15
Telangana,Jayashankar Bhupalpally,2025-11,13
Telangana,Jayashankar Bhupalpally,2025-12,17
Telangana,Jayashankar Bhupalpally,NaT,287
Telangana,Jogulamba Gadwal,2025-01,28
Telangana,Jogulamba Gadwal,2025-02,26
Telangana,Jogulamba Gadwal,2025-03,24
Telangana,Jogulamba Gadwal,2025-04,35
Telangana,Jogulamba Gadwal,2025-05,3
Telangana,Jogulamba Gadwal,2025-06,44
Telangana,Jogulamba Gadwal,2025-08,40
Telangana,Jogulamba Gadwal,2025-09,48
Telangana,Jogulamba Gadwal,2025-10,35
Telangana,Jogulamba Gadwal,2025-11,31
Telangana,Jogulamba Gadwal,2025-12,42
Telangana,Jogulamba Gadwal,NaT,610
Telangana,K.V. Rangareddy,2025-01,523
Telangana,K.V. Rangareddy,2025-02,354
Telangana,K.V. Rangareddy,2025-03,322
Telangana,K.V. Rangareddy,2025-04,309
Telangana,K.V. Rangareddy,2025-05,81
Telangana,K.V. Rangareddy,2025-06,155
Telangana,K.V. Rangareddy,2025-07,19
Telangana,K.V. Rangareddy,2025-08,366
Telangana,K.V. Rangareddy,2025-09,376
Telangana,K.V. Rangareddy,2025-10,347
Telangana,K.V. Rangareddy,2025-11,250
Telangana,K.V. Rangareddy,2025-12,358
Telangana,K.V. Rangareddy,NaT,5511
Telangana,Kamareddy,2025-01,46
Telangana,Kamareddy,2025-02,44
Telangana,Kamareddy,2025-03,56
Telangana,Kamareddy,2025-04,43
Telangana,Kamareddy,2025-05,4
Telangana,Kamareddy,2025-06,21
Telangana,Kamareddy,2025-08,37
Telangana,Kamareddy,2025-09,56
Telangana,Kamareddy,2025-10,58
Telangana,Kamareddy,2025-11,31
Telangana,Kamareddy,2025-12,47
Telangana,Kamareddy,NaT,598
Telangana,Karimnagar,2025-01,130
Telangana,Karimnagar,2025-02,128
Telangana,Karimnagar,2025-03,139
Telangana,Karimnagar,2025-04,134
Telangana,Karimnagar,2025-05,16
Telangana,Karimnagar,2025-06,110
Telangana,Karimnagar,2025-07,2
Telangana,Karimnagar,2025-08,142
Telangana,Karimnagar,2025-09,142
Telangana,Karimnagar,2025-10,132
Telangana,Karimnagar,2025-11,135
Telangana,Karimnagar,2025-12,151
Telangana,Karimnagar,NaT,1860
Telangana,Khammam,2025-01,156
Telangana,Khammam,2025-02,141
Telangana,Khammam,2025-03,111
Telangana,Khammam,2025-04,120
Telangana,Khammam,2025-05,4
Telangana,Khammam,2025-06,66
Telangana,Khammam,2025-07,1
Telangana,Khammam,2025-08,95
Telangana,Khammam,2025-09,99
Telangana,Khammam,2025-10,94
Telangana,Khammam,2025-11,79
Telangana,Khammam,2025-12,92
Telangana,Khammam,NaT,1171
Telangana,Komaram Bheem,2025-01,21
Telangana,Komaram Bheem,2025-02,26
Telangana,Komaram Bheem,2025-03,25
Telangana,Komaram Bheem,2025-04,27
Telangana,Komaram Bheem,2025-05,13
Telangana,Komaram Bheem,2025-06,28
Telangana,Komaram Bheem,2025-07,4
Telangana,Komaram Bheem,2025-08,34
Telangana,Komaram Bheem,2025-09,36
Telangana,Komaram Bheem,2025-10,35
Telangana,Komaram Bheem,2025-11,34
Telangana,Komaram Bheem,2025-12,20
Telangana,Komaram Bheem,NaT,361
Telangana,Mahabubabad,2025-01,28
Telangana,Mahabubabad,2025-02,25
Telangana,Mahabubabad,2025-03,29
Telangana,Mahabubabad,2025-04,26
Telangana,Mahabubabad,2025-05,10
Telangana,Mahabubabad,2025-06,24
Telangana,Mahabubabad,2025-07,1
Telangana,Mahabubabad,2025-08,34
Telangana,Mahabubabad,2025-09,34
Telangana,Mahabubabad,2025-10,30
Telangana,Mahabubabad,2025-11,41
Telangana,Mahabubabad,2025-12,38
Telangana,Mahabubabad,NaT,493
Telangana,Mahabubnagar,2025-01,258
Telangana,Mahabubnagar,2025-02,231
Telangana,Mahabubnagar,2025-03,256
Telangana,Mahabubnagar,2025-04,244
Telangana,Mahabubnagar,2025-05,40
Telangana,Mahabubnagar,2025-06,187
Telangana,Mahabubnagar,2025-07,6
Telangana,Mahabubnagar,2025-08,283
Telangana,Mahabubnagar,2025-09,302
Telangana,Mahabubnagar,2025-10,325
Telangana,Mahabubnagar,2025-11,219
Telangana,Mahabubnagar,2025-12,235
Telangana,Mahabubnagar,NaT,3286
Telangana,Mancherial,2025-01,28
Telangana,Mancherial,2025-02,22
Telangana,Mancherial,2025-03,20
Telangana,Mancherial,2025-04,31
Telangana,Mancherial,2025-05,7
Telangana,Mancherial,2025-06,17
Telangana,Mancherial,2025-08,21
Telangana,Mancherial,2025-09,30
Telangana,Mancherial,2025-10,32
Telangana,Mancherial,2025-11,27
Telangana,Mancherial,2025-12,23
Telangana,Mancherial,NaT,340
Telangana,Medak,2025-01,163
Telangana,Medak,2025-02,165
Telangana,Medak,2025-03,175
Telangana,Medak,2025-04,146
Telangana,Medak,2025-05,19
Telangana,Medak,2025-06,133
Telangana,Medak,2025-08,209
Telangana,Medak,2025-09,243
Telangana,Medak,2025-10,189
Telangana,Medak,2025-11,117
Telangana,Medak,2025-12,178
Telangana,Medak,NaT,2479
Telangana,Medchal Malkajgiri,2025-01,704
Telangana,Medchal-Malkajgiri,2025-01,174
Telangana,Medchal-Malkajgiri,2025-02,51
Telangana,Medchal-Malkajgiri,2025-03,64
Telangana,Medchal-Malkajgiri,2025-04,59
Telangana,Medchal-Malkajgiri,2025-05,26
Telangana,Medchal-Malkajgiri,2025-06,46
Telangana,Medchal-Malkajgiri,2025-07,9
Telangana,Medchal-Malkajgiri,2025-08,64
Telangana,Medchal-Malkajgiri,2025-09,83
Telangana,Medchal-Malkajgiri,2025-10,85
Telangana,Medchal-Malkajgiri,2025-11,74
Telangana,Medchal-Malkajgiri,2025-12,60
Telangana,Medchal-Malkajgiri,NaT,1228
Telangana,Medchal?Malkajgiri,2025-10,1
Telangana,Medchal−Malkajgiri,2025-01,11
Telangana,Medchal−Malkajgiri,2025-02,16
Telangana,Medchal−Malkajgiri,2025-03,5
Telangana,Medchal−Malkajgiri,2025-04,8
Telangana,Medchal−Malkajgiri,2025-05,2
Telangana,Medchal−Malkajgiri,2025-06,3
Telangana,Medchal−Malkajgiri,2025-07,1
Telangana,Medchal−Malkajgiri,2025-08,7
Telangana,Medchal−Malkajgiri,2025-09,10
Telangana,Medchal−Malkajgiri,2025-10,8
Telangana,Medchal−Malkajgiri,2025-11,6
Telangana,Medchal−Malkajgiri,2025-12,10
Telangana,Medchal−Malkajgiri,NaT,195
Telangana,Mulugu,2025-01,16
Telangana,Mulugu,2025-02,19
Telangana,Mulugu,2025-03,26
Telangana,Mulugu,2025-04,13
Telangana,Mulugu,2025-05,5
Telangana,Mulugu,2025-06,20
Telangana,Mulugu,2025-07,7
Telangana,Mulugu,2025-08,18
Telangana,Mulugu,2025-09,19
Telangana,Mulugu,2025-10,28
Telangana,Mulugu,2025-11,20
Telangana,Mulugu,2025-12,26
Telangana,Mulugu,NaT,287
Telangana,Nagarkurnool,2025-01,29
Telangana,Nagarkurnool,2025-02,37
Telangana,Nagarkurnool,2025-03,36
Telangana,Nagarkurnool,2025-04,39
Telangana,Nagarkurnool,2025-05,4
Telangana,Nagarkurnool,2025-06,18
Telangana,Nagarkurnool,2025-08,43
Telangana,Nagarkurnool,2025-09,52
Telangana,Nagarkurnool,2025-10,47
Telangana,Nagarkurnool,2025-11,26
Telangana,Nagarkurnool,2025-12,44
Telangana,Nagarkurnool,NaT,414
Telangana,Nalgonda,2025-01,155
Telangana,Nalgonda,2025-02,151
Telangana,Nalgonda,2025-03,135
Telangana,Nalgonda,2025-04,132
Telangana,Nalgonda,2025-05,22
Telangana,Nalgonda,2025-06,92
Telangana,Nalgonda,2025-07,2
Telangana,Nalgonda,2025-08,194
Telangana,Nalgonda,2025-09,188
Telangana,Nalgonda,2025-10,160
Telangana,Nalgonda,2025-11,138
Telangana,Nalgonda,2025-12,164
Telangana,Nalgonda,NaT,2234
Telangana,Narayanpet,2025-01,23
Telangana,Narayanpet,2025-02,23
Telangana,Narayanpet,2025-03,38
Telangana,Narayanpet,2025-04,26
Telangana,Narayanpet,2025-05,5
Telangana,Narayanpet,2025-06,27
Telangana,Narayanpet,2025-07,1
Telangana,Narayanpet,2025-08,44
Telangana,Narayanpet,2025-09,36
Telangana,Narayanpet,2025-10,26
Telangana,Narayanpet,2025-11,34
Telangana,Narayanpet,2025-12,43
Telangana,Narayanpet,NaT,415
Telangana,Nirmal,2025-01,36
Telangana,Nirmal,2025-02,26
Telangana,Nirmal,2025-03,47
Telangana,Nirmal,2025-04,25
Telangana,Nirmal,2025-06,25
Telangana,Nirmal,2025-08,39
Telangana,Nirmal,2025-09,35
Telangana,Nirmal,2025-10,35
Telangana,Nirmal,2025-11,36
Telangana,Nirmal,2025-12,31
Telangana,Nirmal,NaT,447
Telangana,Nizamabad,2025-01,154
Telangana,Nizamabad,2025-02,150
Telangana,Nizamabad,2025-03,161
Telangana,Nizamabad,2025-04,142
Telangana,Nizamabad,2025-05,19
Telangana,Nizamabad,2025-06,142
Telangana,Nizamabad,2025-08,173
Telangana,Nizamabad,2025-09,188
Telangana,Nizamabad,2025-10,160
Telangana,Nizamabad,2025-11,113
Telangana,Nizamabad,2025-12,148
Telangana,Nizamabad,NaT,2142
Telangana,Peddapalli,2025-01,16
Telangana,Peddapalli,2025-02,13
Telangana,Peddapalli,2025-03,7
Telangana,Peddapalli,2025-04,16
Telangana,Peddapalli,2025-06,13
Telangana,Peddapalli,2025-08,13
Telangana,Peddapalli,2025-09,15
Telangana,Peddapalli,2025-10,12
Telangana,Peddapalli,2025-11,19
Telangana,Peddapalli,2025-12,17
Telangana,Peddapalli,NaT,175
Telangana,Rajanna Sircilla,2025-01,12
Telangana,Rajanna Sircilla,2025-02,16
Telangana,Rajanna Sircilla,2025-03,16
Telangana,Rajanna Sircilla,2025-04,11
Telangana,Rajanna Sircilla,2025-05,2
Telangana,Rajanna Sircilla,2025-06,18
Telangana,Rajanna Sircilla,2025-08,20
Telangana,Rajanna Sircilla,2025-09,16
Telangana,Rajanna Sircilla,2025-10,9
Telangana,Rajanna Sircilla,2025-11,21
Telangana,Rajanna Sircilla,2025-12,16
Telangana,Rajanna Sircilla,NaT,326
Telangana,Ranga Reddy,2025-01,284
Telangana,Rangareddy,2025-01,5
Telangana,Rangareddy,2025-02,2
Telangana,Rangareddy,2025-03,6
Telangana,Rangareddy,2025-04,3
Telangana,Rangareddy,2025-05,2
Telangana,Rangareddy,2025-06,4
Telangana,Rangareddy,2025-07,3
Telangana,Rangareddy,2025-08,5
Telangana,Rangareddy,2025-09,8
Telangana,Rangareddy,2025-10,2
Telangana,Rangareddy,2025-11,7
Telangana,Rangareddy,2025-12,6
Telangana,Rangareddy,NaT,95
Telangana,Sangareddy,2025-01,44
Telangana,Sangareddy,2025-02,43
Telangana,Sangareddy,2025-03,43
Telangana,Sangareddy,2025-04,39
Telangana,Sangareddy,2025-05,14
Telangana,Sangareddy,2025-06,48
Telangana,Sangareddy,2025-07,2
Telangana,Sangareddy,2025-08,72
Telangana,Sangareddy,2025-09,76
Telangana,Sangareddy,2025-10,48
Telangana,Sangareddy,2025-11,35
Telangana,Sangareddy,2025-12,42
Telangana,Sangareddy,NaT,872
Telangana,Siddipet,2025-01,22
Telangana,Siddipet,2025-02,31
Telangana,Siddipet,2025-03,37
Telangana,Siddipet,2025-04,40
Telangana,Siddipet,2025-05,2
Telangana,Siddipet,2025-06,31
Telangana,Siddipet,2025-08,49
Telangana,Siddipet,2025-09,37
Telangana,Siddipet,2025-10,50
Telangana,Siddipet,2025-11,43
Telangana,Siddipet,2025-12,31
Telangana,Siddipet,NaT,623
Telangana,Suryapet,2025-01,46
Telangana,Suryapet,2025-02,60
Telangana,Suryapet,2025-03,39
Telangana,Suryapet,2025-04,40
Telangana,Suryapet,2025-05,7
Telangana,Suryapet,2025-06,28
Telangana,Suryapet,2025-07,4
Telangana,Suryapet,2025-08,61
Telangana,Suryapet,2025-09,52
Telangana,Suryapet,2025-10,44
Telangana,Suryapet,2025-11,52
Telangana,Suryapet,2025-12,42
Telangana,Suryapet,NaT,710
Telangana,Vikarabad,2025-01,50
Telangana,Vikarabad,2025-02,52
Telangana,Vikarabad,2025-03,41
Telangana,Vikarabad,2025-04,40
Telangana,Vikarabad,2025-05,24
Telangana,Vikarabad,2025-06,44
Telangana,Vikarabad,2025-07,4
Telangana,Vikarabad,2025-08,64
Telangana,Vikarabad,2025-09,76
Telangana,Vikarabad,2025-10,80
Telangana,Vikarabad,2025-11,41
Telangana,Vikarabad,2025-12,71
Telangana,Vikarabad,NaT,777
Telangana,Wanaparthy,2025-01,30
Telangana,Wanaparthy,2025-02,35
Telangana,Wanaparthy,2025-03,34
Telangana,Wanaparthy,2025-04,38
Telangana,Wanaparthy,2025-05,1
Telangana,Wanaparthy,2025-06,33
Telangana,Wanaparthy,2025-08,41
Telangana,Wanaparthy,2025-09,42
Telangana,Wanaparthy,2025-10,39
Telangana,Wanaparthy,2025-11,18
Telangana,Wanaparthy,2025-12,35
Telangana,Wanaparthy,NaT,505
Telangana,Warangal,2025-01,51
Telangana,Warangal,2025-02,59
Telangana,Warangal,2025-03,63
Telangana,Warangal,2025-04,56
Telangana,Warangal,2025-05,15
Telangana,Warangal,2025-06,48
Telangana,Warangal,2025-07,3
Telangana,Warangal,2025-08,83
Telangana,Warangal,2025-09,85
Telangana,Warangal,2025-10,54
Telangana,Warangal,2025-11,65
Telangana,Warangal,2025-12,59
Telangana,Warangal,NaT,1011
Telangana,Warangal (Urban),2025-02,1
Telangana,Warangal (Urban),2025-06,1
Telangana,Warangal (Urban),NaT,2
Telangana,Warangal Rural,2025-01,12
Telangana,Warangal Rural,2025-02,11
Telangana,Warangal Rural,2025-03,8
Telangana,Warangal Rural,2025-04,9
Telangana,Warangal Rural,2025-05,4
Telangana,Warangal Rural,2025-06,16
Telangana,Warangal Rural,2025-08,15
Telangana,Warangal Rural,2025-09,11
Telangana,Warangal Rural,2025-10,12
Telangana,Warangal Rural,2025-11,12
Telangana,Warangal Rural,2025-12,17
Telangana,Warangal Rural,NaT,229
Telangana,Warangal Urban,2025-01,18
Telangana,Warangal Urban,2025-02,17
Telangana,Warangal Urban,2025-03,15
Telangana,Warangal Urban,2025-04,14
Telangana,Warangal Urban,2025-05,3
Telangana,Warangal Urban,2025-06,11
Telangana,Warangal Urban,2025-07,2
Telangana,Warangal Urban,2025-08,17
Telangana,Warangal Urban,2025-09,13
Telangana,Warangal Urban,2025-10,21
Telangana,Warangal Urban,2025-11,15
Telangana,Warangal Urban,2025-12,9
Telangana,Warangal Urban,NaT,193
Telangana,Yadadri.,2025-01,43
Telangana,Yadadri.,2025-02,25
Telangana,Yadadri.,2025-03,39
Telangana,Yadadri.,2025-04,32
Telangana,Yadadri.,2025-05,9
Telangana,Yadadri.,2025-06,19
Telangana,Yadadri.,2025-08,59
Telangana,Yadadri.,2025-09,53
Telangana,Yadadri.,2025-10,51
Telangana,Yadadri.,2025-11,36
Telangana,Yadadri.,2025-12,29
Telangana,Yadadri.,NaT,485
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-01,716
Tripura,Dhalai,2025-01,209
Tripura,Dhalai,2025-02,37
Tripura,Dhalai,2025-03,38
Tripura,Dhalai,2025-04,31
Tripura,Dhalai,2025-05,1
Tripura,Dhalai,2025-06,23
Tripura,Dhalai,2025-07,4
Tripura,Dhalai,2025-08,25
Tripura,Dhalai,2025-09,29
Tripura,Dhalai,2025-10,17
Tripura,Dhalai,2025-11,28
Tripura,Dhalai,2025-12,30
Tripura,Dhalai,NaT,279
Tripura,Dhalai  *,2025-01,1
Tripura,Dhalai  *,2025-04,1
Tripura,Dhalai  *,2025-06,1
Tripura,Dhalai  *,2025-08,1
Tripura,Dhalai  *,2025-09,4
Tripura,Dhalai  *,2025-10,3
Tripura,Dhalai  *,2025-11,4
Tripura,Dhalai  *,NaT,4
Tripura,Gomati,2025-01,135
Tripura,Gomati,2025-02,10
Tripura,Gomati,2025-03,21
Tripura,Gomati,2025-04,8
Tripura,Gomati,2025-06,9
Tripura,Gomati,2025-08,12
Tripura,Gomati,2025-09,10
Tripura,Gomati,2025-10,9
Tripura,Gomati,2025-11,5
Tripura,Gomati,2025-12,18
Tripura,Gomati,NaT,121
Tripura,Khowai,2025-01,12
Tripura,Khowai,2025-02,6
Tripura,Khowai,2025-03,8
Tripura,Khowai,2025-04,1
Tripura,Khowai,2025-05,1
Tripura,Khowai,2025-06,5
Tripura,Khowai,2025-07,2
Tripura,Khowai,2025-08,8
Tripura,Khowai,2025-09,4
Tripura,Khowai,2025-10,9
Tripura,Khowai,2025-11,3
Tripura,Khowai,2025-12,4
Tripura,Khowai,NaT,73
Tripura,North Tripura,2025-01,244
Tripura,North Tripura,2025-02,32
Tripura,North Tripura,2025-03,42
Tripura,North Tripura,2025-04,28
Tripura,North Tripura,2025-05,3
Tripura,North Tripura,2025-06,17
Tripura,North Tripura,2025-07,2
Tripura,North Tripura,2025-08,39
Tripura,North Tripura,2025-09,23
Tripura,North Tripura,2025-10,24
Tripura,North Tripura,2025-11,25
Tripura,North Tripura,2025-12,29
Tripura,North Tripura,NaT,295
Tripura,Sepahijala,2025-01,350
Tripura,Sepahijala,2025-02,32
Tripura,Sepahijala,2025-03,21
Tripura,Sepahijala,2025-04,30
Tripura,Sepahijala,2025-05,2
Tripura,Sepahijala,2025-06,20
Tripura,Sepahijala,2025-08,26
Tripura,Sepahijala,2025-09,28
Tripura,Sepahijala,2025-10,17
Tripura,Sepahijala,2025-11,22
Tripura,Sepahijala,2025-12,20
Tripura,Sepahijala,NaT,304
Tripura,South Tripura,2025-01,51
Tripura,South Tripura,2025-02,57
Tripura,South Tripura,2025-03,41
Tripura,South Tripura,2025-04,37
Tripura,South Tripura,2025-06,16
Tripura,South Tripura,2025-08,37
Tripura,South Tripura,2025-09,75
Tripura,South Tripura,2025-10,44
Tripura,South Tripura,2025-11,51
Tripura,South Tripura,2025-12,29
Tripura,South Tripura,NaT,422
Tripura,Unakoti,2025-01,68
Tripura,Unakoti,2025-02,11
Tripura,Unakoti,2025-03,9
Tripura,Unakoti,2025-04,16
Tripura,Unakoti,2025-06,9
Tripura,Unakoti,2025-07,1
Tripura,Unakoti,2025-08,15
Tripura,Unakoti,2025-09,9
Tripura,Unakoti,2025-10,11
Tripura,Unakoti,2025-11,16
Tripura,Unakoti,2025-12,6
Tripura,Unakoti,NaT,144
Tripura,West Tripura,2025-01,298
Tripura,West Tripura,2025-02,65
Tripura,West Tripura,2025-03,37
Tripura,West Tripura,2025-04,40
Tripura,West Tripura,2025-05,12
Tripura,West Tripura,2025-06,30
Tripura,West Tripura,2025-07,4
Tripura,West Tripura,2025-08,37
Tripura,West Tripura,2025-09,41
Tripura,West Tripura,2025-10,26
Tripura,West Tripura,2025-11,29
Tripura,West Tripura,2025-12,37
Tripura,West Tripura,NaT,593
Uttar Pradesh,Agra,2025-01,12714
Uttar Pradesh,Agra,2025-02,265
Uttar Pradesh,Agra,2025-03,237
Uttar Pradesh,Agra,2025-04,304
Uttar Pradesh,Agra,2025-05,112
Uttar Pradesh,Agra,2025-06,255
Uttar Pradesh,Agra,2025-07,110
Uttar Pradesh,Agra,2025-08,270
Uttar Pradesh,Agra,2025-09,323
Uttar Pradesh,Agra,2025-10,339
Uttar Pradesh,Agra,2025-11,293
Uttar Pradesh,Agra,2025-12,298
Uttar Pradesh,Agra,NaT,5380
Uttar Pradesh,Aligarh,2025-01,13797
Uttar Pradesh,Aligarh,2025-02,265
Uttar Pradesh,Aligarh,2025-03,225
Uttar Pradesh,Aligarh,2025-04,224
Uttar Pradesh,Aligarh,2025-05,72
Uttar Pradesh,Aligarh,2025-06,273
Uttar Pradesh,Aligarh,2025-07,60
Uttar Pradesh,Aligarh,2025-08,206
Uttar Pradesh,Aligarh,2025-09,401
Uttar Pradesh,Aligarh,2025-10,239
Uttar Pradesh,Aligarh,2025-11,188
Uttar Pradesh,Aligarh,2025-12,260
Uttar Pradesh,Aligarh,NaT,3725
Uttar Pradesh,Allahabad,2025-01,284
Uttar Pradesh,Allahabad,2025-02,328
Uttar Pradesh,Allahabad,2025-03,314
Uttar Pradesh,Allahabad,2025-04,244
Uttar Pradesh,Allahabad,2025-05,149
Uttar Pradesh,Allahabad,2025-06,230
Uttar Pradesh,Allahabad,2025-07,109
Uttar Pradesh,Allahabad,2025-08,269
Uttar Pradesh,Allahabad,2025-09,325
Uttar Pradesh,Allahabad,2025-10,293
Uttar Pradesh,Allahabad,2025-11,250
